教室可容纳学生,教室编号,资源,教室ID
300,180505,多媒体；黑板；黑板刷；粉笔,18-505
200,180506,多媒体；黑板；黑板刷；粉笔,18-506
120,180507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,18-507
300,180508,多媒体；黑板；黑板刷；粉笔,18-508
80,180509,多媒体；黑板；黑板刷；粉笔,18-509
80,180510,多媒体；黑板；黑板刷；粉笔,18-510
80,180511,多媒体；黑板；黑板刷；粉笔,18-511
80,180512,多媒体；黑板；黑板刷；粉笔,18-512
300,180601,多媒体；黑板；黑板刷；粉笔,18-601
80,180602,多媒体；黑板；黑板刷；粉笔,18-602
80,180603,多媒体；黑板；黑板刷；粉笔,18-603
80,180604,多媒体；黑板；黑板刷；粉笔,18-604
300,180605,多媒体；黑板；黑板刷；粉笔,18-605
300,180606,多媒体；黑板；黑板刷；粉笔,18-606
120,180607,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,18-607
300,180608,多媒体；黑板；黑板刷；粉笔,18-608
80,180609,多媒体；黑板；黑板刷；粉笔,18-609
80,180610,多媒体；黑板；黑板刷；粉笔,18-610
80,180611,多媒体；黑板；黑板刷；粉笔,18-611
80,180612,多媒体；黑板；黑板刷；粉笔,18-612
200,190101,多媒体；黑板；黑板刷；粉笔,19-101
80,190102,多媒体；黑板；黑板刷；粉笔,19-102
80,190103,多媒体；黑板；黑板刷；粉笔,19-103
80,190104,多媒体；黑板；黑板刷；粉笔,19-104
300,190105,多媒体；黑板；黑板刷；粉笔,19-105
300,190106,多媒体；黑板；黑板刷；粉笔,19-106
120,190107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,19-107
300,190108,多媒体；黑板；黑板刷；粉笔,19-108
80,190109,多媒体；黑板；黑板刷；粉笔,19-109
80,190110,多媒体；黑板；黑板刷；粉笔,19-110
80,190111,多媒体；黑板；黑板刷；粉笔,19-111
80,190112,多媒体；黑板；黑板刷；粉笔,19-112
300,190201,多媒体；黑板；黑板刷；粉笔,19-201
80,190202,多媒体；黑板；黑板刷；粉笔,19-202
80,190203,多媒体；黑板；黑板刷；粉笔,19-203
80,190204,多媒体；黑板；黑板刷；粉笔,19-204
300,190205,多媒体；黑板；黑板刷；粉笔,19-205
300,190206,多媒体；黑板；黑板刷；粉笔,19-206
120,190207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,19-207
200,190208,多媒体；黑板；黑板刷；粉笔,19-208
80,190209,多媒体；黑板；黑板刷；粉笔；电机实训室,19-209
80,190210,多媒体；黑板；黑板刷；粉笔；电机实训室,19-210
80,190211,多媒体；黑板；黑板刷；粉笔；电机实训室,19-211
80,190212,多媒体；黑板；黑板刷；粉笔；电机实训室,19-212
200,190301,多媒体；黑板；黑板刷；粉笔；电机实训室,19-301
80,190302,多媒体；黑板；黑板刷；粉笔；电机实训室,19-302
80,190303,多媒体；黑板；黑板刷；粉笔；电机实训室,19-303
80,190304,多媒体；黑板；黑板刷；粉笔；电机实训室,19-304
300,190305,多媒体；黑板；黑板刷；粉笔；电机实训室,19-305
200,190306,多媒体；黑板；黑板刷；粉笔；电机实训室,19-306
120,190307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,19-307
200,190308,多媒体；黑板；黑板刷；粉笔；电机实训室,19-308
80,190309,多媒体；黑板；黑板刷；粉笔；电机实训室,19-309
80,190310,多媒体；黑板；黑板刷；粉笔；电机实训室,19-310
80,190311,多媒体；黑板；黑板刷；粉笔；电机实训室,19-311
80,190312,多媒体；黑板；黑板刷；粉笔；电机实训室,19-312
200,190401,多媒体；黑板；黑板刷；粉笔；电机实训室,19-401
80,190402,多媒体；黑板；黑板刷；粉笔；电机实训室,19-402
80,190403,多媒体；黑板；黑板刷；粉笔；电机实训室,19-403
80,190404,多媒体；黑板；黑板刷；粉笔；电机实训室,19-404
300,190405,多媒体；黑板；黑板刷；粉笔；电机实训室,19-405
300,190406,多媒体；黑板；黑板刷；粉笔；电机实训室,19-406
120,190407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,19-407
300,190408,多媒体；黑板；黑板刷；粉笔；电机实训室,19-408
80,190409,多媒体；黑板；黑板刷；粉笔；电机实训室,19-409
80,190410,多媒体；黑板；黑板刷；粉笔；电机实训室,19-410
80,190411,多媒体；黑板；黑板刷；粉笔；电机实训室,19-411
80,190412,多媒体；黑板；黑板刷；粉笔；电机实训室,19-412
300,190501,多媒体；黑板；黑板刷；粉笔；电机实训室,19-501
80,190502,多媒体；黑板；黑板刷；粉笔；电机实训室,19-502
80,190503,多媒体；黑板；黑板刷；粉笔；电机实训室,19-503
80,190504,多媒体；黑板；黑板刷；粉笔；电机实训室,19-504
300,190505,多媒体；黑板；黑板刷；粉笔；电机实训室,19-505
200,190506,多媒体；黑板；黑板刷；粉笔；电机实训室,19-506
120,190507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,19-507
300,190508,多媒体；黑板；黑板刷；粉笔；电机实训室,19-508
80,190509,多媒体；黑板；黑板刷；粉笔；电机实训室,19-509
80,190510,多媒体；黑板；黑板刷；粉笔；电机实训室,19-510
80,190511,多媒体；黑板；黑板刷；粉笔；电机实训室,19-511
80,190512,多媒体；黑板；黑板刷；粉笔；电机实训室,19-512
200,200101,多媒体；黑板；黑板刷；粉笔；电机实训室,20-101
80,200102,多媒体；黑板；黑板刷；粉笔；电机实训室,20-102
80,200103,多媒体；黑板；黑板刷；粉笔；电机实训室,20-103
80,200104,多媒体；黑板；黑板刷；粉笔；电机实训室,20-104
300,200105,多媒体；黑板；黑板刷；粉笔；电机实训室,20-105
300,200106,多媒体；黑板；黑板刷；粉笔；电机实训室,20-106
120,200107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,20-107
200,200108,多媒体；黑板；黑板刷；粉笔；电机实训室,20-108
80,200109,多媒体；黑板；黑板刷；粉笔；电机实训室,20-109
80,200110,多媒体；黑板；黑板刷；粉笔；电机实训室,20-110
80,200111,多媒体；黑板；黑板刷；粉笔；电机实训室,20-111
80,200112,多媒体；黑板；黑板刷；粉笔；电机实训室,20-112
300,200201,多媒体；黑板；黑板刷；粉笔；电机实训室,20-201
80,200202,多媒体；黑板；黑板刷；粉笔；电机实训室,20-202
80,200203,多媒体；黑板；黑板刷；粉笔；电机实训室,20-203
80,200204,多媒体；黑板；黑板刷；粉笔；电机实训室,20-204
200,200205,多媒体；黑板；黑板刷；粉笔；电机实训室,20-205
300,200206,多媒体；黑板；黑板刷；粉笔；电机实训室,20-206
120,200207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,20-207
300,200208,多媒体；黑板；黑板刷；粉笔；电机实训室,20-208
80,200209,多媒体；黑板；黑板刷；粉笔；电机实训室,20-209
80,200210,多媒体；黑板；黑板刷；粉笔；电机实训室,20-210
80,200211,多媒体；黑板；黑板刷；粉笔；电机实训室,20-211
80,200212,多媒体；黑板；黑板刷；粉笔；电机实训室,20-212
300,200301,多媒体；黑板；黑板刷；粉笔；电机实训室,20-301
80,200302,多媒体；黑板；黑板刷；粉笔；电机实训室,20-302
80,200303,多媒体；黑板；黑板刷；粉笔；电机实训室,20-303
80,200304,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-304
200,200305,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-305
200,200306,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-306
120,200307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,20-307
200,200308,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-308
80,200309,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-309
80,200310,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-310
80,200311,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-311
80,200312,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-312
300,200401,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-401
80,200402,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-402
80,200403,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-403
80,200404,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-404
300,200405,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-405
200,200406,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-406
120,200407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,20-407
200,200408,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-408
80,200409,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-409
80,200410,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-410
80,200411,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-411
80,200412,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-412
200,200501,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-501
80,200502,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-502
80,200503,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-503
80,200504,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-504
300,200505,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-505
300,200506,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-506
120,200507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,20-507
300,200508,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-508
80,200509,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-509
80,200510,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-510
80,200511,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-511
80,200512,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-512
300,200601,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-601
80,200602,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-602
80,200603,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-603
80,200604,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-604
300,200605,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-605
200,200606,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-606
120,200607,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,20-607
200,200608,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-608
80,200609,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-609
80,200610,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-610
80,200611,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-611
80,200612,多媒体；黑板；黑板刷；粉笔；化学实验室（化学实验工具）；安全防护工具,20-612
